group,importance,share
netload_lags,4024.7368757129966,0.6760911611520986
temp_lags,1166.0982534201003,0.19588577999463974
exogenous,705.5246580400445,0.11851681240434604
calendar_dummies,56.59020976900327,0.00950624644891558
